Segment,Source,Target,RAG adheres?,SPA obviously adheres?,SPA adheres?,Agreement?,RAG suggestion,SPA suggestion,Agreement on suggestion,RAG Terms,SPA Terms
1525,"“And I thought Oz was a lovely Lady,” said the Scarecrow.","""Und ich dachte, Oz sei eine reizende Frau"", sagte die Vogelscheuche.",FALSE,TRUE,TRUE,FALSE,"""Und ich dachte, Oz sei eine reizende Dame"", sagte die Vogelscheuche.","""Und ich dachte, Oz sei eine reizende Dame"", sagte die Vogelscheuche.",FALSE,Great Oz → großen Oz | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Good Witch of the North → Gute Hexe des Nordens | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | Glinda → Glinda | Wizard Oz → Zauberer Oz | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Oz → Oz,"1. term: ""lovely Lady"" → preferred: ""reizende Dame"" (part of speech: noun)"
1526,"“And I thought Oz was a terrible Beast,” said the Tin Woodman.","""Und ich dachte, Oz sei ein schreckliches Biest"", sagte der Blechmann.",FALSE,TRUE,TRUE,FALSE,"„Und ich dachte, Oz sei ein schreckliches Biest“, sagte der Blechholzfäller.","""Und ich dachte, Oz sei ein schreckliches Biest"", sagte der Blechholzfäller.",FALSE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Great Oz → großen Oz | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wizard Oz → Zauberer Oz | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | Oz → Oz | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | land of the Winkies → Land der Winkies (note: see also Country of the West),"1. term: ""Tin Woodman"" → preferred: ""Blechholzfäller"" (part of speech: noun) (note: proper name/capitalization — appears as title and as character name)"
1527,"“And I thought Oz was a Ball of Fire,” exclaimed the Lion.","""Und ich dachte, Oz wäre ein Feuerball"", rief der Löwe aus.",TRUE,TRUE,TRUE,TRUE,,"""Und ich dachte, Oz wäre eine Feuerkugel"", rief der Löwe aus.",FALSE,Great Oz → großen Oz | Wizard Oz → Zauberer Oz | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Oz → Oz | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.),"1. term: ""ball of fire"" → preferred: ""Feuerkugel"" (part of speech: noun)"
1528,"“No, you are all wrong,” said the little man meekly.","""Nein, ihr irrt euch"", sagte der kleine Mann kleinlaut.",TRUE,TRUE,TRUE,TRUE,,,TRUE,little woman → kleine Frau | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Quadlings → Quadlinge | Great Oz → großen Oz | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Glinda → Glinda | Mr. Joker → Mr. Joker | dwarf → Zwerge,
1529,“I have been making believe.”,"""Ich habe mir etwas vorgemacht.""",FALSE,TRUE,TRUE,FALSE,"„Ich habe so getan, als ob.“",,TRUE,old time fairy tale ⭢ altes Märchen (note: Rendered as 'das alte Märchen' in German) | fairy ⭢ Feen | ventriloquist ⭢ Bauchredner | Good Witch ⭢ Guten Hexe (note: appears in German with feminine article implied; in English 'Good Witch’s kiss' = 'Kußabzeichen der Guten Hexe') | Cowardly Lion ⭢ Feige Löwe (adjective) (note: title/capition uses adjective before noun) | childhood ⭢ Kindheit | Glinda ⭢ Glinda | mark of the Good Witch’s kiss ⭢ Zeichen des Kusses der Guten Hexe (note: protective mark on Dorothy's forehead),
1530,“Making believe!” cried Dorothy.,"""Täuschung!"", rief Dorothy.",FALSE,TRUE,TRUE,FALSE,"""So tuen!"", rief Dorothy.",,TRUE,Dorothy ⭢ Dorothy | Glinda ⭢ Glinda | The Wonderful Wizard of Oz ⭢ Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wizard Oz ⭢ Zauberer Oz | the Wonderful Wizard ⭢ Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Good Witch of the North ⭢ Gute Hexe des Nordens | Great Oz ⭢ großen Oz | land of the Winkies ⭢ Land der Winkies (note: see also Country of the West),
1531,“Are you not a Great Wizard?”,"""Bist du nicht ein großer Zauberer?""",FALSE,TRUE,TRUE,FALSE,„Bist du nicht ein Großer Zauberer?“,,FALSE,Great Wizard ⭢ Großer Zauberer | the Wonderful Wizard ⭢ Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz ⭢ Zauberer Oz | Great Oz ⭢ großen Oz | Glinda ⭢ Glinda | Good Witch of the North ⭢ Gute Hexe des Nordens | King of the Winged Monkeys ⭢ König der Geflügelten Affen (note: full title appears in German.) | Witch of the North ⭢ Hexe des Nordens,
1532,"“Hush, my dear,” he said.","""Still, meine Liebe"", sagte er.",TRUE,TRUE,TRUE,TRUE,,,TRUE,little woman → kleine Frau | Uncle Henry → Onkel Henry | mark of the Good Witch’s kiss → Zeichen des Kusses der Guten Hexe (note: protective mark on Dorothy's forehead) | old time fairy tale → altes Märchen (note: Rendered as 'das alte Märchen' in German) | queen of the field mice → Königin der Feldmäuse | lovely Lady → reizende Dame | Queen of the Mice → Mäusekönigin | Glinda → Glinda,
1533,"“Don’t speak so loud, or you will be overheard—and I should be ruined.","""Sprich nicht so laut, sonst wirst du belauscht - und ich wäre ruiniert.",TRUE,TRUE,TRUE,TRUE,,,TRUE,secret → Geheimnis | voice → Stimme | shriek → Kreischen (note: wind shriek translated as 'Kreischen') | roar → brüllen | knock the heels together → dreimal die Hacken zusammenzuschlagen (note: German phrasing includes 'dreimal' (three times) as part of the verb phrase) | Queen of the Mice → Mäusekönigin | little woman → kleine Frau | howl → heulen (note: applies to wind sound),
1534,I’m supposed to be a Great Wizard.”,"Ich soll ein großer Zauberer sein.""",FALSE,TRUE,TRUE,FALSE,„Ich soll ein Großer Zauberer sein.“,,FALSE,Great Wizard ⭢ Großer Zauberer | the Wonderful Wizard ⭢ Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz ⭢ Zauberer Oz | King of the Winged Monkeys ⭢ König der Geflügelten Affen (note: full title appears in German.) | wizard ⭢ Zauberer | Glinda ⭢ Glinda | Great Oz ⭢ großen Oz | Wicked Witch ⭢ Böse Hexe,
1535,“And aren’t you?” she asked.,"""Und bist du es nicht?"", fragte sie.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Glinda → Glinda | Aunt Em → Tante Em | lovely Lady → reizende Dame | little woman → kleine Frau | Good Witch of the North → Gute Hexe des Nordens | queen → Königin | Good Witch → Guten Hexe (note: appears in German with feminine article implied; in English 'Good Witch’s kiss' = 'Kußabzeichen der Guten Hexe') | Dorothy → Dorothy,
1536,"“Not a bit of it, my dear; I’m just a common man.”","""Kein bisschen, meine Liebe; ich bin nur ein gewöhnlicher Mann.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,little woman → kleine Frau | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | farmer's wife → Bauersfrau | Uncle Henry → Onkel Henry | Mr. Joker → Mr. Joker | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text),
1537,"“You’re more than that,” said the Scarecrow, in a grieved tone; “you’re a humbug.”","""Du bist mehr als das"", sagte die Vogelscheuche in einem betrübten Ton, ""du bist ein Schwindler.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,Scarecrow → Vogelscheuche | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Great Oz → großen Oz | Glinda → Glinda | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Good Witch of the North → Gute Hexe des Nordens | Wizard Oz → Zauberer Oz,
1538,"“Exactly so!” declared the little man, rubbing his hands together as if it pleased him.","""Genau so"", erklärte der kleine Mann und rieb sich die Hände, als ob es ihn freuen würde.",TRUE,TRUE,TRUE,TRUE,,,TRUE,King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Quadlings → Quadlinge | Munchkin → Munchkin | chairs of their hands → Sessel aus ihren Händen (phrase) (note: phrase used to describe how they carried Dorothy.) | Great Wizard → Großer Zauberer | mark of the Good Witch’s kiss → Zeichen des Kusses der Guten Hexe (note: protective mark on Dorothy's forehead) | Mr. Joker → Mr. Joker | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters),
1539,“I am a humbug.”,"""Ich bin ein Humbug.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Great Oz → großen Oz | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Wizard Oz → Zauberer Oz | Wicked Witch of the West → Böse Hexe des Westens | Wicked Witch → Böse Hexe | Mr. Joker → Mr. Joker,
1540,"“But this is terrible,” said the Tin Woodman.","""Aber das ist ja furchtbar"", sagte der Blechmann.",FALSE,TRUE,TRUE,FALSE,"„Aber das ist ja furchtbar“, sagte der Blechholzfäller.","""Aber das ist ja furchtbar"", sagte der Blechholzfäller.",TRUE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | land of the Winkies → Land der Winkies (note: see also Country of the West) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wizard Oz → Zauberer Oz | Wicked Witch of the East → Böse Hexe des Ostens | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Great and Terrible → Große und Schreckliche,"1. term: ""Tin Woodman"" → preferred: ""Blechholzfäller"" (part of speech: noun) (note: proper name/capitalization — appears as title and as character name)"
1541,“How shall I ever get my heart?”,"""Wie soll ich jemals mein Herz bekommen?""",TRUE,TRUE,TRUE,TRUE,,,TRUE,heart → Herz | heartaches → Herzbeklemmungen | mark of the Good Witch’s kiss → Zeichen des Kusses der Guten Hexe (note: protective mark on Dorothy's forehead) | mender’s shop → Werkstatt | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | broken → zerbrochen | howl → heulen (note: applies to wind sound) | old time fairy tale → altes Märchen (note: Rendered as 'das alte Märchen' in German),
1542,“Or I my courage?” asked the Lion.,"""Oder ich meinen Mut?"", fragte der Löwe.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Lion → Löwe | courage → Mut | king of beasts → König der Tiere | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Great Oz → großen Oz | king of the forest → König des Waldes | Dorothy → Dorothy,
1543,"“Or I my brains?” wailed the Scarecrow, wiping the tears from his eyes with his coat sleeve.","""Oder ich mein Hirn?"", jammerte die Vogelscheuche und wischte sich mit dem Ärmel seines Mantels die Tränen aus den Augen.",TRUE,TRUE,TRUE,TRUE,,"""Oder ich meinen Verstand?"", jammerte die Vogelscheuche und wischte sich mit dem Ärmel seines Mantels die Tränen aus den Augen.",FALSE,Scarecrow → Vogelscheuche | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | bran-new brains → nagelneuen Verstand (adjective) (note: wordplay in English rendered as adjective + noun in German) | Dorothy → Dorothy | land of the Winkies → Land der Winkies (note: see also Country of the West) | Wizard Oz → Zauberer Oz,"1. term: ""brain"" → preferred: ""Verstand"" (part of speech: noun) (note: also when plural as 'brains')"
1544,"“My dear friends,” said Oz, “I pray you not to speak of these little things.","""Meine lieben Freunde"", sagte Oz, ""ich bitte euch, nicht über diese kleinen Dinge zu sprechen.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Oz → großen Oz | Oz → Oz | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Glinda → Glinda | Wizard Oz → Zauberer Oz | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | country of the quadlings → Land der Quadlinge,
1545,"Think of me, and the terrible trouble I’m in at being found out.”","Denken Sie an mich und an den schrecklichen Ärger, den ich habe, wenn ich entdeckt werde.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great and Terrible → Große und Schreckliche | heartaches → Herzbeklemmungen | terrible Beast → schreckliches Biest | blood-curdling incidents → grauenerregenden Ereignissen | Queen of the Mice → Mäusekönigin | mark upon your forehead → Zeichen auf deiner Stirn (note: English 'mark' = German 'Zeichen') | queen of the field mice → Königin der Feldmäuse | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun),
1546,“Doesn’t anyone else know you’re a humbug?” asked Dorothy.,"""Weiß denn sonst niemand, dass du ein Schwindler bist?"", fragte Dorothy.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | Glinda → Glinda | Good Witch of the North → Gute Hexe des Nordens | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz → Zauberer Oz | Great Oz → großen Oz | Wicked Witch of the West → Böse Hexe des Westens,
